! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
C8H15O(93)          2     476.691     7.000     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=619.08 K, Pc=26.22 bar (from Joback method)
C8H15O(94)          2     494.977     7.271     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=642.83 K, Pc=24.29 bar (from Joback method)
S(95)               2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
S(96)               2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
S(97)               2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
S(98)               2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
S(99)               2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
S(100)              2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
S(101)              2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
S(102)              2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
S(103)              2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
S(104)              2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
S(105)              2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
S(106)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(107)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(108)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(109)              2     495.614     7.315     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=643.65 K, Pc=23.89 bar (from Joback method)
S(110)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(111)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(112)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(113)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(114)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(115)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(116)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(117)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(118)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
S(119)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
S(120)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
S(121)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
C6H7O(122)          2     492.192     6.392     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.21 K, Pc=35.56 bar (from Joback method)
C6H7O(123)          2     501.791     6.676     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=651.68 K, Pc=31.81 bar (from Joback method)
C6H7O(124)          2     501.143     6.476     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=650.83 K, Pc=34.81 bar (from Joback method)
C6H7O(125)          2     501.143     6.476     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=650.83 K, Pc=34.81 bar (from Joback method)
S(126)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(127)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(128)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(129)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(130)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(131)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(132)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(133)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(134)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(135)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
